ambito,cod_localidad,nombre_mapa,localidad,periodo,anio,mes,vigente_snapshot,comprometido_acumulado_anio,girado_acumulado_anio,giro_mes,compromiso_mes
Fondo de Desarrollo Local,7,BOSA,Bosa,202507,2025,7,298117.942,184610.273,70063.649,11015.673,4378.398
Fondo de Desarrollo Local,7,BOSA,Bosa,202508,2025,8,298117.942,204051.861,83715.959,13652.31,19441.588
Fondo de Desarrollo Local,7,BOSA,Bosa,202509,2025,9,301332.659,224505.198,95067.885,11351.926,20453.337
Fondo de Desarrollo Local,7,BOSA,Bosa,202510,2025,10,301332.659,241729.35,103099.56,8031.675,17224.152
Fondo de Desarrollo Local,7,BOSA,Bosa,202511,2025,11,301332.659,264978.284,116624.514,13524.954,23248.934
Fondo de Desarrollo Local,7,BOSA,Bosa,202512,2025,12,296156.147,294908.135,134776.959,18152.445,29929.851
Fondo de Desarrollo Local,7,BOSA,Bosa,202601,2026,1,333613.098,179847.254,16434.67,16434.67,179847.254
Fondo de Desarrollo Local,7,BOSA,Bosa,202602,2026,2,333613.098,186755.026,24929.273,8494.604,6907.773
Fondo de Desarrollo Local,7,BOSA,Bosa,202603,2026,3,319395.465,203595.69,38756.232,13826.959,16840.664
Fondo de Desarrollo Local,7,BOSA,Bosa,202604,2026,4,319395.465,209618.825,57435.267,18679.035,6023.135
Fondo de Desarrollo Local,7,BOSA,Bosa,202605,2026,5,319395.465,207346.159,70615.437,13180.17,-2272.665
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202401,2024,1,299859.321,65609.747,9352.792,9352.792,65609.747
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202402,2024,2,299859.321,112104.73,16092.567,6739.774,46494.983
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202403,2024,3,299859.321,113816.164,24387.159,8294.592,1711.434
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202404,2024,4,299859.321,115821.236,35088.675,10701.516,2005.071
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202405,2024,5,299489.589,133888.056,43060.022,7971.347,18066.82
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202406,2024,6,299489.589,137657.567,53276.502,10216.48,3769.511
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202407,2024,7,301239.589,143258.472,57538.026,4261.524,5600.905
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202408,2024,8,301239.589,202164.285,70108.623,12570.597,58905.813
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202409,2024,9,301239.589,215994.818,94423.914,24315.292,13830.533
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202410,2024,10,301239.589,226308.577,117031.881,22607.967,10313.759
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202411,2024,11,301239.589,236402.369,127583.721,10551.84,10093.792
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202412,2024,12,301239.589,287866.579,143407.371,15823.65,51464.21
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202501,2025,1,346048.892,142035.958,9232.592,9232.592,142035.958
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202502,2025,2,346048.892,148240.243,20653.192,11420.6,6204.285
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202503,2025,3,346048.892,161915.178,35580.244,14927.052,13674.936
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202504,2025,4,346048.892,168281.619,47894.706,12314.462,6366.44
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202505,2025,5,331979.793,190494.892,75024.646,27129.94,22213.274
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202506,2025,6,331979.793,191833.671,90296.844,15272.198,1338.779
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202507,2025,7,331979.793,213952.434,104677.972,14381.128,22118.763
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202508,2025,8,331979.793,245052.629,137021.731,32343.759,31100.195
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202509,2025,9,336502.577,246438.31,148722.287,11700.557,1385.681
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202510,2025,10,336502.577,307497.514,159343.357,10621.069,61059.204
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202511,2025,11,336502.577,309999.721,167519.959,8176.602,2502.207
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202512,2025,12,330591.796,327282.174,188874.52,21354.561,17282.454
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202601,2026,1,346239.153,169067.853,1087.794,1087.794,169067.853
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202602,2026,2,346239.153,177377.515,10637.902,9550.108,8309.662
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202603,2026,3,346239.153,177118.277,17742.955,7105.053,-259.239
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202604,2026,4,346239.153,185920.972,33271.284,15528.329,8802.695
Fondo de Desarrollo Local,8,KENNEDY,Kennedy,202605,2026,5,327345.366,185835.94,42644.135,9372.852,-85.032
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202401,2024,1,102882.908,36918.609,2984.687,2984.687,36918.609
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202402,2024,2,95085.408,40929.849,7420.757,4436.07,4011.24
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202403,2024,3,95085.408,42515.827,9152.689,1731.932,1585.978
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202404,2024,4,95085.408,45249.62,13258.597,4105.908,2733.794
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202405,2024,5,95085.408,45953.159,17771.322,4512.725,703.539
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202406,2024,6,95085.408,46859.175,22208.467,4437.145,906.016
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202407,2024,7,96394.408,54560.097,26196.548,3988.081,7700.921
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202408,2024,8,96394.408,59810.615,29190.528,2993.979,5250.519
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202409,2024,9,96644.408,64924.361,35393.262,6202.734,5113.745
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202410,2024,10,96644.408,66807.392,45055.533,9662.271,1883.031
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202411,2024,11,96644.408,69684.168,46188.283,1132.751,2876.776
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202412,2024,12,96644.408,92996.711,50954.665,4766.382,23312.543
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202501,2025,1,109311.686,42150.43,1570.785,1570.785,42150.43
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202502,2025,2,109311.686,44765.347,4585.829,3015.045,2614.917
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202503,2025,3,109311.686,48626.807,7330.335,2744.506,3861.46
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202504,2025,4,103764.857,53857.104,9180.356,1850.021,5230.298
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202505,2025,5,103764.857,59152.592,11729.579,2549.223,5295.488
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202506,2025,6,103764.857,63573.56,18394.237,6664.658,4420.968
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202507,2025,7,103764.857,66718.334,22786.742,4392.504,3144.774
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202508,2025,8,103764.857,73946.04,34863.704,12076.962,7227.706
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202509,2025,9,103764.857,75685.229,37954.138,3090.434,1739.189
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202510,2025,10,105805.398,82070.435,44274.886,6320.748,6385.206
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202511,2025,11,105805.398,84844.253,49103.199,4828.313,2773.819
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202512,2025,12,103773.204,102826.976,53207.388,4104.189,17982.723
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202601,2026,1,118564.456,59616.447,1948.158,1948.158,59616.447
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202602,2026,2,118564.456,68013.106,4673.305,2725.146,8396.659
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202603,2026,3,118564.456,68004.337,9426.213,4752.908,-8.769
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202604,2026,4,111311.733,67761.552,16138.103,6711.89,-242.785
Fondo de Desarrollo Local,9,FONTIBON,Fontibón,202605,2026,5,111311.733,67960.452,21272.567,5134.464,198.9
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202401,2024,1,174202.618,54486.81,6200.142,6200.142,54486.81
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202402,2024,2,157883.352,55329.404,14017.618,7817.476,842.594
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202403,2024,3,157883.352,61098.98,22247.261,8229.642,5769.576
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202404,2024,4,157883.352,64276.162,27589.227,5341.966,3177.182
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202405,2024,5,157883.352,67009.204,35980.635,8391.408,2733.043
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202406,2024,6,157883.352,92561.973,41782.087,5801.452,25552.768
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202407,2024,7,157883.352,100763.526,45850.265,4068.178,8201.553
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202408,2024,8,157883.352,102349.901,56409.973,10559.707,1586.376
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202409,2024,9,157883.352,113060.538,66547.206,10137.233,10710.637
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202410,2024,10,157883.352,117311.305,74318.874,7771.668,4250.766
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202411,2024,11,157883.352,123256.478,79269.017,4950.142,5945.173
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202412,2024,12,157883.352,157449.898,87026.253,7757.236,34193.421
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202501,2025,1,197355.059,70918.817,4222.213,4222.213,70918.817
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202502,2025,2,197355.059,79037.094,13384.426,9162.213,8118.277
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202503,2025,3,184692.558,88936.427,19061.459,5677.033,9899.333
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202504,2025,4,184692.558,93498.845,23219.025,4157.566,4562.418
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202505,2025,5,184692.558,102324.484,31364.619,8145.594,8825.639
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202506,2025,6,184692.558,103215.817,41591.179,10226.56,891.334
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202507,2025,7,184692.558,117859.815,51763.706,10172.527,14643.998
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202508,2025,8,184692.558,124063.091,66131.884,14368.178,6203.275
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202509,2025,9,187953.66,126076.47,73693.732,7561.849,2013.38
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202510,2025,10,187953.66,148388.655,83684.497,9990.764,22312.185
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202511,2025,11,187953.66,153780.307,93119.044,9434.547,5391.652
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202512,2025,12,184284.099,184278.957,125283.804,32164.76,30498.65
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202601,2026,1,195367.448,99517.088,19834.124,19834.124,99517.088
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202602,2026,2,195367.448,99571.02,22590.533,2756.409,53.932
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202603,2026,3,169437.092,100350.183,30014.861,7424.327,779.163
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202604,2026,4,169437.092,100392.154,39238.827,9223.966,41.971
Fondo de Desarrollo Local,10,ENGATIVA,Engativá,202605,2026,5,169437.092,100535.581,45582.005,6343.178,143.427
Fondo de Desarrollo Local,11,SUBA,Suba,202401,2024,1,249144.445,72871.431,7160.72,7160.72,72871.431
Fondo de Desarrollo Local,11,SUBA,Suba,202402,2024,2,223490.858,71150.894,14791.692,7630.973,-1720.537
Fondo de Desarrollo Local,11,SUBA,Suba,202403,2024,3,223490.858,76034.343,20371.393,5579.701,4883.448
Fondo de Desarrollo Local,11,SUBA,Suba,202404,2024,4,223490.858,77053.583,25981.145,5609.752,1019.24
Fondo de Desarrollo Local,11,SUBA,Suba,202405,2024,5,223490.858,78965.834,31674.917,5693.773,1912.251
Fondo de Desarrollo Local,11,SUBA,Suba,202406,2024,6,223490.858,81018.26,35004.705,3329.787,2052.426
Fondo de Desarrollo Local,11,SUBA,Suba,202407,2024,7,223490.858,87717.425,40635.17,5630.465,6699.165
Fondo de Desarrollo Local,11,SUBA,Suba,202408,2024,8,226740.858,89025.408,44854.073,4218.903,1307.982
Fondo de Desarrollo Local,11,SUBA,Suba,202409,2024,9,226740.858,116369.821,63437.259,18583.186,27344.413
Fondo de Desarrollo Local,11,SUBA,Suba,202410,2024,10,226740.858,119804.562,80978.543,17541.284,3434.74
Fondo de Desarrollo Local,11,SUBA,Suba,202411,2024,11,226740.858,133811.39,86908.599,5930.056,14006.829
Fondo de Desarrollo Local,11,SUBA,Suba,202412,2024,12,226740.858,203995.401,91831.699,4923.1,70184.011
Fondo de Desarrollo Local,11,SUBA,Suba,202501,2025,1,305190.924,111280.65,9298.607,9298.607,111280.65
Fondo de Desarrollo Local,11,SUBA,Suba,202502,2025,2,305190.924,122998.549,16640.225,7341.618,11717.898
Fondo de Desarrollo Local,11,SUBA,Suba,202503,2025,3,305190.924,134997.552,23312.212,6671.987,11999.003
Fondo de Desarrollo Local,11,SUBA,Suba,202504,2025,4,305190.924,138714.392,28319.912,5007.7,3716.841
Fondo de Desarrollo Local,11,SUBA,Suba,202505,2025,5,271591.444,143371.111,33331.554,5011.642,4656.719
Fondo de Desarrollo Local,11,SUBA,Suba,202506,2025,6,275784.844,144287.042,40362.419,7030.865,915.931
Fondo de Desarrollo Local,11,SUBA,Suba,202507,2025,7,275784.844,180010.77,64467.085,24104.666,35723.728
Fondo de Desarrollo Local,11,SUBA,Suba,202508,2025,8,275784.844,194531.816,84725.807,20258.722,14521.045
Fondo de Desarrollo Local,11,SUBA,Suba,202509,2025,9,280094.975,210975.069,100474.265,15748.457,16443.253
Fondo de Desarrollo Local,11,SUBA,Suba,202510,2025,10,280094.975,235423.306,112028.504,11554.239,24448.237
Fondo de Desarrollo Local,11,SUBA,Suba,202511,2025,11,280094.975,245014.752,121810.563,9782.059,9591.446
Fondo de Desarrollo Local,11,SUBA,Suba,202512,2025,12,274906.424,272900.738,143572.772,21762.208,27885.985
Fondo de Desarrollo Local,11,SUBA,Suba,202601,2026,1,318429.773,159209.866,3374.394,3374.394,159209.866
Fondo de Desarrollo Local,11,SUBA,Suba,202602,2026,2,318429.773,160723.853,20529.51,17155.116,1513.987
Fondo de Desarrollo Local,11,SUBA,Suba,202603,2026,3,286621.57,161768.586,31405.4,10875.889,1044.732
Fondo de Desarrollo Local,11,SUBA,Suba,202604,2026,4,286621.57,161973.96,41468.289,10062.889,205.375
Fondo de Desarrollo Local,11,SUBA,Suba,202605,2026,5,286621.57,166145.923,54291.236,12822.947,4171.963
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202401,2024,1,65741.782,19638.94,1132.446,1132.446,19638.94
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202402,2024,2,65741.782,20066.2,3223.24,2090.794,427.26
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202403,2024,3,61718.151,21452.122,4488.121,1264.881,1385.922
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202404,2024,4,61718.151,22547.87,8131.981,3643.86,1095.748
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202405,2024,5,61718.151,29021.108,10355.003,2223.022,6473.238
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202406,2024,6,61718.151,29244.405,12295.302,1940.299,223.297
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202407,2024,7,66698.151,30292.519,15077.038,2781.736,1048.113
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202408,2024,8,66698.151,31339.909,17524.731,2447.692,1047.39
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202409,2024,9,66698.151,36230.439,19223.514,1698.783,4890.53
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202410,2024,10,66698.151,38497.299,25171.844,5948.33,2266.86
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202411,2024,11,66698.151,40024.832,27932.032,2760.188,1527.534
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202412,2024,12,66698.151,60901.552,32138.744,4206.712,20876.719
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202501,2025,1,81654.686,28943.157,436.893,436.893,28943.157
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202502,2025,2,81654.686,29567.123,3838.999,3402.106,623.965
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202503,2025,3,81654.686,35330.513,7323.58,3484.58,5763.39
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202504,2025,4,77592.187,37519.488,9635.376,2311.797,2188.976
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202505,2025,5,77592.187,42373.477,16600.737,6965.36,4853.988
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202506,2025,6,77592.187,43078.905,20105.687,3504.95,705.428
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202507,2025,7,77592.187,47734.368,25494.523,5388.836,4655.463
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202508,2025,8,77592.187,52311.477,31074.515,5579.991,4577.109
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202509,2025,9,80059.326,53318.784,35882.193,4807.679,1007.307
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202510,2025,10,80059.326,67808.308,39872.782,3990.589,14489.524
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202511,2025,11,80059.326,71307.038,43119.122,3246.34,3498.73
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202512,2025,12,78434.142,78386.865,47468.427,4349.305,7079.827
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202601,2026,1,78764.466,43547.495,705.902,705.902,43547.495
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202602,2026,2,78764.466,44492.679,3982.832,3276.929,945.184
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202603,2026,3,78764.466,44704.995,6967.867,2985.036,212.316
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202604,2026,4,77663.954,44725.222,9078.642,2110.775,20.226
Fondo de Desarrollo Local,12,BARRIOS UNIDOS,Barrios Unidos,202605,2026,5,77663.954,44619.697,12791.781,3713.139,-105.525
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202401,2024,1,46167.034,13883.94,895.724,895.724,13883.94
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202402,2024,2,45107.468,18713.55,1926.556,1030.832,4829.61
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202403,2024,3,45107.468,21018.353,4068.918,2142.362,2304.803
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202404,2024,4,45107.468,21674.105,5034.01,965.091,655.752
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202405,2024,5,45107.468,22123.673,6527.594,1493.584,449.567
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202406,2024,6,45107.468,23948.278,7497.632,970.039,1824.605
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202407,2024,7,45107.468,25037.412,8661.234,1163.602,1089.134
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202408,2024,8,45357.468,25990.256,10451.779,1790.545,952.845
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202409,2024,9,45357.468,28739.115,11624.907,1173.128,2748.859
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202410,2024,10,45357.468,29809.523,14034.139,2409.232,1070.408
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202411,2024,11,45357.468,28977.088,15027.872,993.733,-832.436
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202412,2024,12,45357.468,45137.986,16416.062,1388.189,16160.898
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202501,2025,1,61312.607,28729.419,1414.034,1414.034,28729.419
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202502,2025,2,61312.607,29823.964,3437.585,2023.551,1094.545
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202503,2025,3,61125.438,34511.232,5959.404,2521.819,4687.269
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202504,2025,4,61125.438,35127.592,7011.856,1052.452,616.36
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202505,2025,5,61125.438,35982.299,10483.011,3471.155,854.706
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202506,2025,6,62310.338,36600.599,14411.47,3928.459,618.301
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202507,2025,7,62310.338,46319.833,18172.757,3761.287,9719.233
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202508,2025,8,64107.926,47760.608,24218.451,6045.694,1440.775
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202509,2025,9,64107.926,50429.678,27218.709,3000.258,2669.07
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202510,2025,10,64107.926,53979.997,31830.28,4611.57,3550.319
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202511,2025,11,64107.926,56689.995,33833.886,2003.607,2709.998
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202512,2025,12,63010.541,62011.061,39101.943,5268.057,5321.066
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202601,2026,1,57469.705,31630.71,105.918,105.918,31630.71
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202602,2026,2,57469.705,31961.833,2430.906,2324.988,331.123
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202603,2026,3,57469.705,32225.105,6363.78,3932.874,263.272
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202604,2026,4,57469.705,32997.794,9592.599,3228.819,772.688
Fondo de Desarrollo Local,13,TEUSAQUILLO,Teusaquillo,202605,2026,5,57469.705,33277.316,12711.925,3119.326,279.522
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202401,2024,1,65503.911,23115.822,204.528,204.528,23115.822
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202402,2024,2,65503.911,29625.086,2402.529,2198.001,6509.264
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202403,2024,3,65503.911,30384.779,3821.154,1418.625,759.693
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202404,2024,4,65503.911,33332.206,5524.676,1703.522,2947.427
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202405,2024,5,62097.389,35286.409,7672.729,2148.053,1954.203
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202406,2024,6,62097.389,38578.918,8096.017,423.288,3292.509
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202407,2024,7,62097.389,40259.837,10743.276,2647.259,1680.919
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202408,2024,8,64597.389,41573.454,12533.683,1790.407,1313.617
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202409,2024,9,64597.389,44345.306,17114.729,4581.046,2771.853
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202410,2024,10,64597.389,46102.403,24412.654,7297.925,1757.097
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202411,2024,11,64597.389,46913.775,27308.545,2895.891,811.371
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202412,2024,12,64597.389,61047.153,31996.919,4688.374,14133.378
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202501,2025,1,80545.976,26671.703,226.869,226.869,26671.703
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202502,2025,2,80545.976,31560.333,1708.303,1481.434,4888.629
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202503,2025,3,80545.976,35303.305,7077.186,5368.882,3742.972
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202504,2025,4,80545.976,36536.242,8956.295,1879.109,1232.937
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202505,2025,5,73960.86,40969.079,11506.322,2550.028,4432.836
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202506,2025,6,73960.86,41004.223,17042.574,5536.252,35.144
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202507,2025,7,73960.86,53823.175,19323.857,2281.283,12818.952
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202508,2025,8,76588.748,57878.553,25401.998,6078.14,4055.379
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202509,2025,9,76588.748,58585.828,30674.038,5272.04,707.275
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202510,2025,10,76588.748,69578.513,32886.547,2212.509,10992.685
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202511,2025,11,76588.748,69788.234,34739.983,1853.436,209.721
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202512,2025,12,75153.313,75106.784,40278.143,5538.16,5318.551
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202601,2026,1,78816.592,36206.017,12.19,12.19,36206.017
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202602,2026,2,78816.592,46040.828,3248.516,3236.325,9834.81
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202603,2026,3,78816.592,45860.232,5791.977,2543.462,-180.595
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202604,2026,4,78816.592,48613.014,12639.786,6847.808,2752.782
Fondo de Desarrollo Local,14,LOS MARTIRES,Los Mártires,202605,2026,5,73866.139,48893.593,15681.508,3041.722,280.579
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202401,2024,1,55673.455,16070.14,1714.93,1714.93,16070.14
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202402,2024,2,55673.455,18065.612,2825.535,1110.605,1995.472
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202403,2024,3,49093.609,20504.069,3890.234,1064.699,2438.456
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202404,2024,4,49093.609,21065.1,6416.598,2526.364,561.031
