ambito,cod_localidad,nombre_mapa,localidad,periodo,anio,mes,vigente_snapshot,comprometido_acumulado_anio,girado_acumulado_anio,giro_mes,compromiso_mes
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202405,2024,5,49093.609,23986.287,8843.682,2427.084,2921.187
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202406,2024,6,49093.609,29285.044,10895.157,2051.475,5298.757
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202407,2024,7,49093.609,32627.821,11613.328,718.171,3342.777
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202408,2024,8,49093.609,33192.122,17004.237,5390.909,564.3
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202409,2024,9,49343.609,35079.519,19220.098,2215.862,1887.397
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202410,2024,10,49343.609,39673.692,22420.197,3200.099,4594.173
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202411,2024,11,49343.609,40403.083,25576.219,3156.021,729.392
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202412,2024,12,49343.609,48030.247,28558.36,2982.141,7627.163
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202501,2025,1,58589.894,19688.928,634.109,634.109,19688.928
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202502,2025,2,58589.894,22263.852,3169.691,2535.582,2574.924
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202503,2025,3,55502.693,24225.929,3979.934,810.243,1962.077
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202504,2025,4,55502.693,25661.808,5195.391,1215.457,1435.879
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202505,2025,5,55502.693,27027.807,8194.424,2999.034,1365.999
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202506,2025,6,55502.693,31989.793,11154.39,2959.966,4961.986
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202507,2025,7,55502.693,33894.356,17336.968,6182.578,1904.563
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202508,2025,8,57041.71,38302.654,22465.208,5128.24,4408.298
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202509,2025,9,57041.71,38672.355,24753.863,2288.655,369.701
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202510,2025,10,57041.71,39142.24,27937.803,3183.939,469.885
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202511,2025,11,57041.71,39803.851,30362.409,2424.606,661.611
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202512,2025,12,55825.832,53757.851,31889.44,1527.031,13954.0
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202601,2026,1,59182.828,29318.334,620.712,620.712,29318.334
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202602,2026,2,59182.828,32527.654,3296.195,2675.483,3209.32
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202603,2026,3,57097.332,32548.043,4631.08,1334.885,20.389
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202604,2026,4,57097.332,32564.661,7023.069,2391.989,16.618
Fondo de Desarrollo Local,15,ANTONIO NARIÑO,Antonio Nariño,202605,2026,5,57097.332,32743.913,9279.07,2256.001,179.251
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202401,2024,1,81459.388,26333.603,2653.607,2653.607,26333.603
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202402,2024,2,81459.388,31159.269,6628.061,3974.454,4825.667
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202403,2024,3,79739.354,33310.526,10634.709,4006.648,2151.257
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202404,2024,4,79739.354,34306.49,13962.787,3328.078,995.964
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202405,2024,5,79739.354,42575.384,16930.635,2967.848,8268.893
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202406,2024,6,79739.354,49373.518,19926.611,2995.976,6798.135
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202407,2024,7,79739.354,52780.073,27409.923,7483.312,3406.555
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202408,2024,8,79989.354,54103.821,34639.293,7229.37,1323.748
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202409,2024,9,79989.354,57745.106,37006.837,2367.544,3641.285
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202410,2024,10,79989.354,59366.212,42420.01,5413.173,1621.107
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202411,2024,11,79989.354,61086.336,44611.792,2191.782,1720.124
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202412,2024,12,79989.354,79054.549,50292.12,5680.328,17968.212
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202501,2025,1,93432.769,28808.923,1815.275,1815.275,28808.923
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202502,2025,2,93432.769,31711.812,3309.587,1494.312,2902.889
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202503,2025,3,88345.982,35715.212,6208.924,2899.338,4003.399
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202504,2025,4,88345.982,41355.847,10616.743,4407.819,5640.635
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202505,2025,5,88345.982,44593.599,15215.038,4598.295,3237.752
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202506,2025,6,88345.982,49337.141,22149.824,6934.785,4743.541
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202507,2025,7,88345.982,54857.854,25906.652,3756.828,5520.714
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202508,2025,8,90719.77,58954.927,32721.722,6815.07,4097.073
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202509,2025,9,90719.77,61403.175,36381.962,3660.24,2448.247
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202510,2025,10,90719.77,74219.177,40967.845,4585.884,12816.002
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202511,2025,11,90719.77,77225.46,45363.268,4395.423,3006.284
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202512,2025,12,88809.508,88715.216,57251.341,11888.072,11489.755
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202601,2026,1,97722.447,55091.708,2624.229,2624.229,55091.708
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202602,2026,2,97722.447,58327.554,9040.568,6416.339,3235.845
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202603,2026,3,90815.779,58502.413,15154.232,6113.664,174.859
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202604,2026,4,90815.779,59095.526,21704.615,6550.383,593.113
Fondo de Desarrollo Local,16,PUENTE ARANDA,Puente Aranda,202605,2026,5,90815.779,60098.846,24070.541,2365.926,1003.32
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202401,2024,1,32384.82,6090.34,531.981,531.981,6090.34
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202402,2024,2,31932.313,12851.477,1896.634,1364.652,6761.138
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202403,2024,3,31932.313,15353.986,2590.93,694.296,2502.509
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202404,2024,4,31932.313,16319.079,4233.819,1642.889,965.092
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202405,2024,5,31932.313,17428.564,5233.729,999.911,1109.485
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202406,2024,6,32718.313,18123.489,6286.606,1052.877,694.926
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202407,2024,7,32718.313,21244.138,7477.407,1190.8,3120.649
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202408,2024,8,38718.313,21707.069,9717.729,2240.323,462.93
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202409,2024,9,38718.313,23888.182,10944.127,1226.397,2181.113
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202410,2024,10,38718.313,27268.312,13039.575,2095.448,3380.131
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202411,2024,11,38718.313,31508.078,19882.228,6842.653,4239.765
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202412,2024,12,38718.313,37778.585,21209.889,1327.661,6270.508
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202501,2025,1,47957.751,2678.826,1274.729,1274.729,2678.826
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202502,2025,2,47957.751,10456.628,2698.952,1424.223,7777.802
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202503,2025,3,47881.68,19516.4,3356.479,657.526,9059.772
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202504,2025,4,47881.68,20526.275,5205.397,1848.919,1009.874
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202505,2025,5,47881.68,21365.687,6950.391,1744.993,839.412
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202506,2025,6,54007.08,23214.997,9907.439,2957.048,1849.31
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202507,2025,7,54007.08,32795.709,12138.116,2230.677,9580.712
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202508,2025,8,54836.232,36640.41,20141.921,8003.805,3844.7
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202509,2025,9,54836.232,40591.67,22926.981,2785.06,3951.261
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202510,2025,10,54836.232,44874.642,25293.778,2366.796,4282.972
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202511,2025,11,54836.232,47600.039,27849.031,2555.253,2725.397
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202512,2025,12,53773.685,53326.246,30916.323,3067.292,5726.206
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202601,2026,1,55157.886,10059.175,658.383,658.383,10059.175
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202602,2026,2,55157.886,19456.951,3178.727,2520.344,9397.776
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202603,2026,3,52525.355,31043.768,5407.802,2229.075,11586.817
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202604,2026,4,52525.355,30973.181,7443.683,2035.881,-70.587
Fondo de Desarrollo Local,17,CANDELARIA,La Candelaria,202605,2026,5,52525.355,30676.204,9504.887,2061.204,-296.977
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202401,2024,1,191661.51,69007.331,2253.907,2253.907,69007.331
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202402,2024,2,191661.51,69952.415,6258.586,4004.678,945.084
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202403,2024,3,191661.51,71174.729,7843.446,1584.861,1222.314
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202404,2024,4,172158.223,72645.442,9244.566,1401.119,1470.713
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202405,2024,5,172158.223,73416.912,11150.073,1905.508,771.47
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202406,2024,6,172158.223,74981.258,17398.582,6248.508,1564.346
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202407,2024,7,172408.223,80841.633,20571.359,3172.778,5860.375
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202408,2024,8,172408.223,81485.528,32937.498,12366.139,643.895
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202409,2024,9,172408.223,92786.925,37660.097,4722.599,11301.397
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202410,2024,10,172408.223,95509.243,52811.454,15151.357,2722.318
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202411,2024,11,172408.223,110884.34,58613.307,5801.853,15375.097
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202412,2024,12,172408.223,163813.554,71626.923,13013.616,52929.214
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202501,2025,1,229891.105,4600.584,3283.62,3283.62,4600.584
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202502,2025,2,229891.105,91383.733,15122.252,11838.632,86783.149
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202503,2025,3,229891.105,105702.622,21741.437,6619.184,14318.889
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202504,2025,4,208699.574,108804.566,26889.773,5148.336,3101.944
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202505,2025,5,208699.574,120172.039,40797.187,13907.414,11367.473
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202506,2025,6,208699.574,121050.002,48670.79,7873.603,877.963
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202507,2025,7,208699.574,139876.497,61015.293,12344.503,18826.495
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202508,2025,8,213056.108,156382.539,77249.322,16234.029,16506.043
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202509,2025,9,213056.108,157839.021,89316.69,12067.368,1456.482
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202510,2025,10,213056.108,173288.029,103364.127,14047.437,15449.008
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202511,2025,11,213056.108,174466.667,113505.599,10141.472,1178.638
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202512,2025,12,209227.897,208778.462,128695.916,15190.318,34311.794
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202601,2026,1,206350.809,13554.603,0.0,0.0,13554.603
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202602,2026,2,206350.809,106532.446,8511.099,8511.099,92977.842
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202603,2026,3,206350.809,107790.571,14276.242,5765.143,1258.125
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202604,2026,4,192561.575,107178.769,19916.192,5639.95,-611.801
Fondo de Desarrollo Local,18,RAFAEL URIBE URIBE,Rafael Uribe Uribe,202605,2026,5,192561.575,107575.369,25112.643,5196.451,396.6
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202401,2024,1,330876.803,121130.356,5388.673,5388.673,121130.356
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202402,2024,2,330876.803,125067.483,17126.818,11738.145,3937.127
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202403,2024,3,313201.828,131908.935,26769.494,9642.676,6841.452
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202404,2024,4,313201.828,135227.053,35113.018,8343.524,3318.118
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202405,2024,5,313201.828,146345.908,46514.003,11400.986,11118.855
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202406,2024,6,313201.828,149092.13,59519.86,13005.857,2746.222
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202407,2024,7,313201.828,211894.225,72740.189,13220.329,62802.095
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202408,2024,8,313451.828,213497.404,77541.39,4801.202,1603.178
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202409,2024,9,313451.828,236577.885,129320.804,51779.413,23080.482
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202410,2024,10,313451.828,243828.466,134117.772,4796.969,7250.581
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202411,2024,11,313451.828,254349.591,143743.985,9626.213,10521.125
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202412,2024,12,313451.828,311836.051,157160.116,13416.132,57486.46
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202501,2025,1,379283.771,154647.022,18416.815,18416.815,154647.022
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202502,2025,2,379283.771,167518.791,34240.883,15824.068,12871.769
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202503,2025,3,364478.085,176932.053,39128.589,4887.706,9413.262
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202504,2025,4,364478.085,197137.249,65145.504,26016.914,20205.196
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202505,2025,5,364478.085,202563.177,78841.28,13695.776,5425.929
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202506,2025,6,364478.085,205746.826,94189.253,15347.973,3183.649
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202507,2025,7,367066.397,261574.948,108394.273,14205.02,55828.121
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202508,2025,8,367066.397,281861.813,137886.415,29492.142,20286.866
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202509,2025,9,367066.397,286297.392,152275.473,14389.058,4435.579
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202510,2025,10,367066.397,307627.448,166566.188,14290.716,21330.056
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202511,2025,11,367066.397,332585.122,179378.894,12812.706,24957.674
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202512,2025,12,360234.605,357657.104,196333.768,16954.874,25071.982
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202601,2026,1,383732.933,185732.83,7392.496,7392.496,185732.83
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202602,2026,2,383732.933,201363.928,26728.587,19336.092,15631.098
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202603,2026,3,368580.116,213096.74,41325.822,14597.234,11732.812
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202604,2026,4,368580.116,215900.197,64404.563,23078.741,2803.457
Fondo de Desarrollo Local,19,CIUDAD BOLIVAR,Ciudad Bolívar,202605,2026,5,369030.116,215850.971,81271.645,16867.081,-49.226
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202401,2024,1,121092.552,48284.195,3691.847,3691.847,48284.195
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202402,2024,2,121092.552,48830.315,12592.115,8900.268,546.12
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202403,2024,3,121092.552,51722.971,16657.354,4065.239,2892.656
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202404,2024,4,121092.552,54819.975,19859.004,3201.65,3097.003
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202405,2024,5,110542.63,57763.385,25025.267,5166.263,2943.41
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202406,2024,6,114542.63,59641.982,29315.552,4290.285,1878.597
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202407,2024,7,114542.63,64573.789,35982.515,6666.963,4931.807
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202408,2024,8,114792.63,75572.518,40988.734,5006.219,10998.729
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202409,2024,9,114792.63,86799.647,44505.08,3516.345,11227.129
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202410,2024,10,114792.63,89724.231,53370.634,8865.555,2924.584
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202411,2024,11,114792.63,97147.526,59680.434,6309.799,7423.295
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202412,2024,12,114792.63,114517.735,67988.786,8308.353,17370.209
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202501,2025,1,125411.511,46928.668,4333.335,4333.335,46928.668
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202502,2025,2,125411.511,53223.702,8601.211,4267.876,6295.034
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202503,2025,3,125411.511,57571.243,11214.821,2613.61,4347.541
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202504,2025,4,115418.463,59201.099,15610.638,4395.817,1629.856
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202505,2025,5,115418.463,66449.315,19639.172,4028.534,7248.216
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202506,2025,6,115418.463,68927.748,26254.163,6614.991,2478.433
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202507,2025,7,115418.463,73753.919,32556.044,6301.881,4826.171
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202508,2025,8,116418.463,76394.931,38372.062,5816.017,2641.012
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202509,2025,9,116418.463,82678.38,44277.208,5905.146,6283.45
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202510,2025,10,116418.463,91895.2,48541.573,4264.365,9216.819
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202511,2025,11,116418.463,93752.72,55158.144,6616.572,1857.521
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202512,2025,12,114137.186,113553.889,63100.548,7942.403,19801.168
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202601,2026,1,124353.493,68742.315,2268.475,2268.475,68742.315
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202602,2026,2,124353.493,69249.833,9938.533,7670.058,507.519
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202603,2026,3,124353.493,69447.907,15677.093,5738.56,198.074
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202604,2026,4,117111.219,68781.344,22406.804,6729.711,-666.564
Fondo de Desarrollo Local,20,SUMAPAZ,Sumapaz,202605,2026,5,117111.219,68796.34,28617.77,6210.965,14.996
