cod_localidad,localidad,anio,mes,ValorVigente,ValorCompromiso,ValorGiros,giro_mes,compromiso_mes
4,San Cristóbal,2024,1,187380.274,17144.520745,4437.269447,4437.269447,17144.520745
4,San Cristóbal,2024,2,187380.274,44059.305357,10744.812571999999,6307.543124999999,26914.784611999996
4,San Cristóbal,2024,3,187380.274,54582.656639,17183.349932,6438.537360000002,10523.351282000003
4,San Cristóbal,2024,4,185888.698766,56820.118595,21281.227448999998,4097.877516999997,2237.461955999999
4,San Cristóbal,2024,5,185888.698766,79235.155732,27503.242078,6222.014629000001,22415.037137
4,San Cristóbal,2024,6,185888.698766,95538.793351,47827.432384,20324.190306,16303.637619000001
4,San Cristóbal,2024,7,186793.698766,108691.543285,53789.434258,5962.001874000001,13152.749934000007
4,San Cristóbal,2024,8,186793.698766,109946.81048300001,58360.209284,4570.775025999996,1255.2671980000014
4,San Cristóbal,2024,9,186793.698766,117791.026988,67438.345361,9078.136077000003,7844.216504999989
4,San Cristóbal,2024,10,186793.698766,122444.08677600001,75932.460526,8494.115164999996,4653.059788000013
4,San Cristóbal,2024,11,186793.698766,133151.165094,81645.135405,5712.674878999998,10707.078317999985
4,San Cristóbal,2024,12,186793.698766,184551.185602,90254.057118,8608.921713000003,51400.020508000016
4,San Cristóbal,2025,1,229373.978,24527.556484,4578.202889,4578.202889,24527.556484
4,San Cristóbal,2025,2,229373.978,101420.88990499999,13208.274471,8630.071582,76893.33342099999
4,San Cristóbal,2025,3,229373.978,111141.32184599999,21591.427098,8383.152627,9720.431941000003
4,San Cristóbal,2025,4,225168.956484,118809.862952,28159.684527,6568.257429000001,7668.541106000004
4,San Cristóbal,2025,5,225168.956484,125330.957142,37510.578385,9350.893858,6521.094190000003
4,San Cristóbal,2025,6,225168.956484,126547.140269,45206.756382,7696.177996999999,1216.1831269999966
4,San Cristóbal,2025,7,225168.956484,139286.780762,50796.719834,5589.963452000004,12739.640493000014
4,San Cristóbal,2025,8,225168.956484,146239.459345,73064.015009,22267.295174999992,6952.678583000001
4,San Cristóbal,2025,9,225168.956484,168345.17775600002,83522.013399,10457.998390000008,22105.71841100001
4,San Cristóbal,2025,10,226582.86763,184879.120047,91613.266556,8091.253156999999,16533.942290999985
4,San Cristóbal,2025,11,226582.86763,200870.101777,100865.18381100001,9251.917255000008,15990.98173
4,San Cristóbal,2025,12,222437.19263,221851.300743,112308.43865600001,11443.254845000003,20981.198965999996
4,San Cristóbal,2026,1,240261.742,50062.324314,19895.516198,19895.516198,50062.324314
4,San Cristóbal,2026,2,240261.742,156102.184459,24558.695313,4663.179114999999,106039.86014500001
4,San Cristóbal,2026,3,240261.742,156559.83617,34677.114081,10118.418768,457.65171099998406
4,San Cristóbal,2026,4,237233.342087,159475.045967,44462.841227,9785.727145999997,2915.2097970000177
4,San Cristóbal,2026,5,237233.342087,163797.20000399998,57644.641897,13181.800670000004,4322.154036999971
5,Usme,2024,1,210663.15,72554.916202,2095.603141,2095.603141,72554.916202
5,Usme,2024,2,210663.15,77708.701889,12534.294082999999,10438.690942,5153.7856870000105
5,Usme,2024,3,190474.668452,82140.67162299999,18461.501415,5927.207332,4431.969733999984
5,Usme,2024,4,190474.668452,87422.153393,24249.987497,5788.486081999999,5281.481770000013
5,Usme,2024,5,190474.668452,91274.98784,30201.371757,5951.3842600000025,3852.834447000001
