CodigoProyecto,entidad,proyecto,actividades,programado_mm,avance_fisico,avance_financiero,actividades_en_cero,brecha_vs_tiempo,CodigoBPIN,mes_ponderado,pct_valor_Q4,n_contratos,grupo
8010,Secretaría Distrital de Gobierno,FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL Y DE LOS ACT,4,9841.36,21.012314761374448,24.137314354926552,0,-22.68631537561185,2024110010148,3.6510983580983147,1.1248696066970565,127.0,<25% en Q4
8011,Secretaría Distrital de Ambiente,FORTALECIMIENTO EN LA EVALUACIÓN  SEGUIMIENTO Y CONTROL AM,15,191325.7,19.191860043491012,12.665287517568208,0,-24.506770093495287,2024110010060,7.939235076719047,54.926644519548645,401.0,50-75%
8012,Secretaría Distrital de Movilidad,IMPLEMENTACIÓN DE ESPACIOS DE PARTICIPACIÓN CIUDADANA INCI,1,5818.48,25.000000000000004,17.817711842268086,0,-18.6986301369863,2024110010077,4.795496834908465,8.58005126859996,143.0,<25% en Q4
8017,Secretaría Distrital de Ambiente,INCORPORACIÓN DE CRITERIOS DE ECOURBANISMO  PRODUCCIÓN Y C,3,22347.44,21.76028614348484,14.283470500424208,0,-21.938343993501466,2024110010013,4.496684910043819,13.797750284267238,66.0,<25% en Q4
8018,Jardín Botánico José Celestino Mutis,FORTALECIMIENTO DE LA AGRICULTURA URBANA EN EL DISTRITO CA,5,11320.9,28.645826966937253,24.778153680361104,0,-15.05280317004905,2024110010002,4.679280410877955,0.5897978115375924,132.0,<25% en Q4
8019,Contraloría Distrital,IMPLEMENTACIÓN DEL CONTROL FISCAL DIGITAL AL SERVICIO DEL ,11,58104.73,12.080886960493576,18.805525815196116,9,-31.617743176492727,2024110010050,6.678027711772965,0.0,6.0,<25% en Q4
8020,Secretaría Distrital de Gobierno,FORTALECIMIENTO DE LAS RELACIONES ESTRATÉGICAS DE LOS ACTO,2,1333.51,22.00505379465792,30.071015590434268,0,-21.69357634232838,2024110010121,2.3776928970217646,2.1307243927753707,36.0,<25% en Q4
8021,Contraloría Distrital,FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL DE LA CONTRA,4,5073.36,22.356026873708945,26.59815191510163,0,-21.34260326327736,2024110010130,3.7653629345160313,3.4429813986893136,916.0,<25% en Q4
8023,Secretaría Distrital de Planeación,DESARROLLO DE UN MODELO DE GOBERNANZA COLABORATIVA Y MULTI,1,1684.14,22.5,29.482703338202285,0,-21.198630136986303,2024110010153,3.953023052638561,8.779211145439339,8.0,<25% en Q4
8024,Instituto Distrital de las Artes,FORTALECIMIENTO Y POSICIONAMIENTO DEL SECTOR ARTÍSTICO MED,3,7591.19,16.702266047879185,20.284830178140712,0,-26.99636408910712,2024110010089,6.915488001833791,40.13932612263014,27.0,25-50%
8025,Instituto Distrital de la Participación y Acción Comunal,IMPLEMENTACIÓN DEL APROVECHAMIENTO EN BIENES FISCALES Y EN,3,1458.81,17.149457434484273,28.732322920736767,0,-26.54917270250203,2024110010079,6.923880845102421,19.525039045998444,30.0,<25% en Q4
8026,Departamento Administrativo de la Defensoría del Espacio Público,FORTALECIMIENTO DEL PROCESO DE ACTUALIZACIÓN DEL INVENTARI,6,29218.79,37.629810785305445,21.1395475308868,0,-6.068819351680858,2024110010059,3.2976788196396174,1.457684430998913,126.0,<25% en Q4
8027,"Secretaría Distrital de Cultura, Recreación y Deporte",FORTALECIMIENTO DE LA GOBERNANZA TERRITORIAL  LA PARTICIPA,2,19141.160000000003,18.010253464672772,14.08843560160408,0,-25.68837667231353,2024110010217,5.313425728934902,29.79857416853072,83.0,25-50%
8028,Instituto Distrital de las Artes,IMPLEMENTACIÓN DE PROCESOS DE FORMACIÓN ARTÍSTICA CON LAS ,5,85851.40999999999,23.50932826662855,29.35651260707309,0,-20.189301870357752,2024110010086,3.106688757991468,1.4700456977405336,940.0,<25% en Q4
8031,Secretaría de Educación del Distrito,IMPLEMENTACIÓN DEL PROGRAMA DE CONVIVENCIA Y SALUD MENTAL ,5,124764.30999999998,33.38455746715681,21.9868085672898,0,-10.314072669829493,2024110010143,4.964930828187007,20.32302347414014,515.0,<25% en Q4
8034,Secretaría Distrital de Planeación,FORTALECIMIENTO DE LOS PROCESOS DE INFORMACIÓN PARA LA TOM,5,53719.350000000006,24.5901927517738,59.072810821426536,0,-19.1084373852125,2024110010157,8.317925083114218,41.01845083724992,122.0,25-50%
8036,"Secretaría Distrital de Cultura, Recreación y Deporte",FORTALECIMIENTO INSTITUCIONAL PARA UNA GOBERNANZA PÚBLICA ,3,22846.46,18.899453131907528,18.766758613807127,0,-24.79917700507877,2024110010163,3.2668281851543206,5.030129805171001,184.0,<25% en Q4
8037,Secretaría Distrital de Gobierno,IMPLEMENTACION DE ACCIONES ORIENTADAS A LA GESTION PUBLICA,3,9695.18,19.260529201108177,29.29713527752966,0,-24.43810093587813,2024110010173,3.421237092828712,0.747548158391122,73.0,<25% en Q4
8042,Secretaría de Educación del Distrito,CONSOLIDACIÓN DE LAS TRAYECTORIAS EDUCATIVAS EN CONDICIONE,3,33505.42,23.454497521181185,24.281444614035586,0,-20.24413261580512,2024110010138,7.125813290186228,33.26872274337563,454.0,25-50%
8043,Secretaría Distrital de Planeación,CONTRIBUCIÓN A LA CONCRECIÓN DEL MODELO DE ORDENAMIENTO TE,1,1149.26,22.0,32.44261524807267,0,-21.698630136986303,2024110010156,3.7873490530173166,1.0051514782318978,272.0,<25% en Q4
8044,Contraloría Distrital,FORTALECIMIENTO DE LA GESTIÓN Y LA INFRAESTRUCTURA DE TI Q,1,3157.55,33.333333333333336,28.949343636680336,0,-10.365296803652967,2024110010044,8.597176855885897,46.442132880128554,29.0,25-50%
8045,Secretaría Distrital de Planeación,IMPLEMENTACIÓN DE RETOS Y USO DE METODOLOGÍAS DE INNOVACIÓ,4,3819.0100000000007,22.25421247915035,22.703789725609514,0,-21.444417657835952,2024110010160,8.448260261302295,66.01292437808142,18.0,50-75%
8047,Secretaría Distrital de Integración Social,GENERACIÓN DE RESPUESTAS INTEGRADORAS PARA LA INCLUSIÓN SO,4,13731.22,18.467008007777277,18.35816482439288,1,-25.23162212920903,2024110010103,5.656967475115008,10.706618117743968,1046.0,<25% en Q4
8050,Instituto Distrital de las Artes,IMPLEMENTACIÓN DE PRÁCTICAS ARTÍSTICAS Y CREATIVAS PARA LA,4,23185.27,16.06198879153389,16.660276114964375,0,-27.63664134545241,2024110010182,6.033691817079502,6.413169304706514,143.0,<25% en Q4
8051,Contraloría Distrital,FORTALECIMIENTO DEL CONTROL SOCIAL COMO INSUMO PARA EL CON,3,3350.5200000000004,20.980191095679448,24.792271050463807,0,-22.71843904130685,2024110010196,5.497538444728421,5.473085508566442,36.0,<25% en Q4
8052,Secretaría Distrital de Planeación,FORTALECIMIENTO DEL MODELO DE OPERACIÓN DE LA SDP A TRAVÉS,2,21255.61,17.739030425379465,28.74718721316396,0,-25.95959971160684,2024110010162,4.742568497335304,5.336970436453132,205.0,<25% en Q4
8053,Secretaría de Educación del Distrito,FORTALECIMIENTO DE LA ATENCIÓN INTEGRAL A LA PRIMERA INFAN,1,1019.47,22.0,21.75542193492697,0,-21.698630136986303,2024110010139,1.6303562430046257,1.198513017691188,29.0,<25% en Q4
8054,Secretaría Distrital de Ambiente,FORTALECIMIENTO DE LA PLANEACIÓN Y GESTIÓN DEL CONOCIMIENT,7,31052.64,19.467992535558555,19.84320817811304,0,-24.23063760142775,2024110010058,2.5616346556349407,6.483626308120069,107.0,<25% en Q4
8055,Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial,CONSERVACIÓN DE LA RED DE INFRAESTRUCTURA PEATONAL EN BOGO,1,26546.5,21.71223880597015,15.297383835910573,0,-21.986391331016154,2024110010142,8.50187470486397,38.63139911953255,11.0,25-50%
8057,Secretaría Distrital de Planeación,IMPLEMENTACIÓN DEL MODELO COLABORATIVO PARA LA PARTICIPACI,3,11823.18,22.69096638975301,28.76967110371321,0,-21.00766374723329,2024110010158,5.875255132686103,10.096897540649282,115.0,<25% en Q4
8061,Secretaría Distrital de Ambiente,FORTALECIMIENTO DE LA GESTIÓN DE TI EN LA SECRETARÍA DISTR,3,25135.0,24.473072475300047,17.297115575890192,0,-19.225557661686256,2024110010067,6.579996597056796,47.31018230259243,41.0,25-50%
8068,Instituto Distrital de las Artes,IMPLEMENTACIÓN DEL ECOSISTEMA SOSTENIBLE PARA LAS ARTES EN,4,6971.6,10.53039362875412,31.588731424637096,0,-33.168236508232184,2024110010176,4.970345320377355,22.444776376386855,10.0,<25% en Q4
8070,Secretaría Distrital de Desarrollo Económico,FORTALECIMIENTO DE LA ARTICULACIÓN DEL ECOSISTEMA CTEI  EN,3,56173.93,25.935213074819583,47.69381455062874,1,-17.763417062166717,2024110010275,8.828278551508896,73.83545671946042,8.0,50-75%
8072,Instituto Distrital de Turismo,DESARROLLO DE ACCIONES DE MARKETING QUE PERMITAN EL POSICI,1,11756.69,21.2972,17.52984896259066,0,-22.401430136986303,2024110010111,5.135883498872324,1.7472269362712276,65.0,<25% en Q4
8073,Jardín Botánico José Celestino Mutis,INVESTIGACIÓN FORTALECIMIENTO DEL TROPICARIO DEL JARDÍN BO,3,5991.8,19.282252411629223,18.62862578857772,0,-24.41637772535708,2024110010008,5.608328656302432,14.082692517612493,75.0,<25% en Q4
8074,Secretaría Distrital de Planeación,FORTALECIMIENTO DE LA INFORMACIÓN OPORTUNA  CLARA Y CONFIA,1,619.01,0.0,0.0,1,-43.6986301369863,2024110010211,3.1742837717638044,2.6184990664321273,24.0,<25% en Q4
8077,Instituto Distrital de las Artes,FORTALECIMIENTO DE LAS PRÁCTICAS ARTÍSTICAS EN EL ESPACIO ,6,134155.24,13.543703579886932,34.8535249163581,0,-30.154926557099373,2024110010146,5.781122745206847,13.57115022858852,244.0,<25% en Q4
8078,Instituto Distrital de Turismo,DESARROLLO DE ESTRATEGIAS DE MERCADEO Y FORTALECIMIENTO DE,1,380.01,0.0,6.0051051288124,1,-43.6986301369863,2024110010112,5.624831584819759,2.584641332762905,14.0,<25% en Q4
8080,Instituto Distrital de la Participación y Acción Comunal,FORMACIÓN EN CAPACIDADES DEMOCRÁTICAS EN INTERRELACIÓN CON,2,14378.95,26.23716476342153,28.800851244353723,0,-17.461465373564774,2024110010212,6.5969504728516775,13.284889410457264,241.0,<25% en Q4
8081,Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial,CONSERVACIÓN DE LA RED VIAL Y RED DE CICLOINFRAESTRUCTURA ,6,520121.77,29.103963665328187,9.61249901152955,1,-14.594666471658115,2024110010131,7.533144042080993,43.15055549788274,465.0,25-50%
8082,Secretaría Distrital de Hacienda,FORTALECIMIENTO INSTITUCIONAL DE LA SECRETARÍA DISTRITAL D,7,22938.54,8.650941908246994,1.9669516891659196,3,-35.04768822873931,2024110010199,7.691887472878162,66.98704884718161,6.0,50-75%
8083,Instituto Distrital de Turismo,FORTALECIMIENTO DEL FONDO DE DESARROLLO TURÍSTICO DE BOGOT,5,46.8,0.0,100.0,5,-43.6986301369863,2024110010132,6.034623441200933,0.0,12.0,<25% en Q4
8084,Secretaría Distrital del Hábitat,ASISTENCIA TÉCNICA PARA LA HABILITACIÓN DE SUELO Y LA GEST,6,21961.66,11.040218995032456,31.4720289814158,0,-32.65841114195385,2024110010215,2.983945802352479,1.3167870161050867,81.0,<25% en Q4
8085,Secretaría Distrital del Hábitat,DESARROLLO DE ESTRATEGIAS QUE PROMUEVAN LA PARTICIPACIÓN C,4,15720.67,30.25403310354979,21.361875797914465,0,-13.444597033436512,2024110010209,5.17332505630025,37.46322048484354,61.0,25-50%
8086,Secretaría Distrital de Ambiente,INCREMENTO DE LAS ACCIONES QUE CONTRIBUYEN A LA ADAPTACIÓN,3,41504.81,22.16288668696472,11.846940149828418,1,-21.535743450021585,2024110010074,9.663648969434664,73.26332484666791,223.0,50-75%
8087,Jardín Botánico José Celestino Mutis,INVESTIGACIÓN PARA LA CONSERVACIÓN DE LOS ECOSISTEMAS Y LA,8,16756.760000000002,19.646013759934192,24.05369534444606,0,-24.05261637705211,2024110010006,4.2285205980701965,3.485829601367292,160.0,<25% en Q4
8088,Secretaría Distrital de Hacienda,FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL PARA RESPOND,4,36222.62,0.5567349077998817,3.3252702316950016,2,-43.14189522918642,2024110010219,9.734378938201623,66.57306203740902,104.0,50-75%
8089,Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial,FORTALECIMIENTO DE LOS COMPONENTES TECNOLÓGICOS PARA GARAN,2,9718.97,13.7027498798741,14.391957172416417,0,-29.995880257112205,2024110010161,8.202717512946855,39.96104963213454,66.0,25-50%
8090,Secretaría Distrital del Hábitat,SUBSIDIO DISTRITAL DE VIVIENDA PARA EL ACCESO A SOLUCIONES,9,1172209.27,15.2997240152375,35.26881339199783,4,-28.3989061217488,2024110010222,10.863726207887101,98.28316161988444,281.0,>75% en Q4
8091,Secretaría Distrital del Hábitat,MEJORAMIENTO DE LA PRESTACIÓN Y ACCESO DE LOS SERVICIOS PÚ,3,7917.98,19.25300139682091,21.192400081839057,0,-24.445628740165397,2024110010218,2.2298198163898357,2.099507578334159,28.0,<25% en Q4
8094,Secretaría General,FORTALECIMIENTO DE CAPACIDADES INSTITUCIONALES Y DE LA SOC,2,11376.93,0.0,18.57320032732908,2,-43.6986301369863,2024110010220,6.081582176984144,35.65840814348482,481.0,25-50%
8095,Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial,FORTALECIMIENTO DE LA GESTIÓN INSTITUCIONAL DE LA UAERMV D,2,99727.1,11.951368384320809,15.553465407095963,0,-31.74726175266549,2024110010179,7.762790450593877,23.954327709272647,284.0,<25% en Q4
8096,Jardín Botánico José Celestino Mutis,CONSOLIDACIÓN DE ACCIONES Y PROCESOS DE EDUCACIÓN AMBIENTA,7,20456.41,21.11453804705143,22.498278045854576,0,-22.584092089934877,2024110010007,4.198988444291217,5.640268213619386,227.0,<25% en Q4
8097,Instituto Distrital de Turismo,IMPLEMENTACIÓN DE 10 PRODUCTOS QUE APORTEN A MANTENER LA C,1,7758.31,20.0,12.18216338352038,0,-23.698630136986303,2024110010126,5.420588719196444,0.0,16.0,<25% en Q4
8101,Instituto Distrital de Turismo,IMPLEMENTACIÓN DE UN MODELO DE GESTIÓN DE INFORMACIÓN ESTA,1,8080.7,21.666666666666668,13.308624252849382,0,-22.031963470319635,2024110010128,5.642834010019975,9.57656363443706,42.0,<25% en Q4
8102,Secretaría de Educación del Distrito,FORTALECIMIENTO DE LOS APRENDIZAJES DE LOS ESTUDIANTES MAT,1,17443.92,13.552083333333334,60.17007645070604,0,-30.146546803652967,2024110010240,5.388057691042959,20.150251275428147,992.0,<25% en Q4
8110,Secretaría General,FORTALECIMIENTO DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS,2,41316.05,8.025051390440277,25.307380545816944,1,-35.67357874654603,2024110010184,7.637668066135052,39.38657461727561,85.0,25-50%
8112,Secretaría General,FORTALECIMIENTO DE LA INTERNACIONALIZACIÓN DE BOGOTÁ D.C.,1,2000.1,32.857142857142854,22.38538073096345,0,-10.841487279843449,2024110010201,4.939353602769715,11.828217001955315,19.0,<25% en Q4
8115,Secretaría General,FORTALECIMIENTO DE LA CULTURA EN LOS ACTORES PÚBLICOS Y PR,1,2718.71,18.0,11.967440440503031,0,-25.698630136986303,2024110010231,5.168865281827982,7.286858261984464,20.0,<25% en Q4
8116,Secretaría General,FORTALECIMIENTO DE LA COMUNICACIÓN PÚBLICA PARA QUE LA CIU,3,60201.8,19.157173397283326,19.02541120032956,1,-24.541456739702976,2024110010235,4.381814676918842,8.391361047080117,250.0,<25% en Q4
8117,Secretaría General,FORTALECIMIENTO DEL ECOSISTEMA DE INNOVACIÓN PÚBLICA DE BO,3,5361.62,0.0,12.518977473226377,3,-43.6986301369863,2024110010230,7.640406497933806,54.81519123851083,30.0,50-75%
8118,Secretaría General,FORTALECIMIENTO DEL ACCESO Y DIFUSIÓN DE LA MEMORIA HISTÓR,1,3394.23,24.859,25.941966219142486,0,-18.8396301369863,2024110010225,6.669297495048065,30.463107441243725,79.0,25-50%
8121,Secretaría Distrital de Ambiente,MEJORAMIENTO DE LA CALIDAD DEL AIRE  AUDITIVA Y VISUAL  CO,19,74311.10999999999,20.33205449208617,16.23846017102961,1,-23.36657564490013,2024110010078,4.850197982887388,16.35370312987734,185.0,<25% en Q4
8123,Secretaría Distrital de Planeación,DESARROLLO DE LAS ACCIONES REQUERIDAS PARA IMPLEMENTAR EL ,2,3546.48,17.00537011346462,29.946594933567933,0,-26.693260023521685,2024110010164,4.589263746085845,0.0,27.0,<25% en Q4
8125,Secretaría Distrital del Hábitat,IMPLEMENTACIÓN DE LAS ESTRATEGIAS DE GENERACIÓN Y DIFUSIÓN,6,9751.41,23.549111163948407,24.460052443697887,0,-20.149518973037896,2024110010213,2.8341260403316118,1.7613462180506108,15.0,<25% en Q4
8128,Orquesta Filarmónica de Bogotá,FORTALECIMIENTO CIUDAD CREATIVA DE LA MÚSICA BOGOTÁ D.C.,2,42031.73,20.59992209521593,22.35632461476128,0,-23.09870804177037,2024110010171,4.809274544964669,0.7804074822921503,62.0,<25% en Q4
8130,Secretaría Distrital de Planeación,ASISTENCIA TÉCNICA PARA EL FORTALECIMIENTO DE LA PP LGBTI ,3,2953.36,18.75,37.53284394723298,0,-24.948630136986303,2024110010243,4.041263024232738,0.0,15.0,<25% en Q4
8131,Instituto Distrital de la Participación y Acción Comunal,IMPLEMENTACIÓN DE MECANISMOS DE PARTICIPACIÓN QUE POTENCIA,4,27910.78,8.807359283163471,19.382403501442813,1,-34.89127085382283,2024110010238,6.543234158144896,16.884388027852737,425.0,<25% en Q4
8132,Secretaría Distrital del Hábitat,IMPLEMENTACIÓN DE ACCIONES Y ESTRATEGIAS QUE GARANTICEN EL,1,5795.41,34.0,17.39169446165155,0,-9.698630136986305,2024110010226,3.1022156300612935,1.8559037242622767,181.0,<25% en Q4
8133,Secretaría Distrital de Planeación,FORTALECIMIENTO PARA EL DESARROLLO DE MECANISMOS E INSTRUM,4,6448.99,19.892662512679824,26.98205455427904,0,-23.80596762430648,2024110010239,5.894746132519635,26.43196551464357,102.0,25-50%
8134,Secretaría Distrital de Planeación,ASISTENCIA TÉCNICA PARA GENERAR INFORMACIÓN CUALITATIVA Y ,3,16384.15,18.92032772527107,16.15750588220933,0,-24.778302411715234,2024110010185,8.631196448344411,65.29690850603386,35.0,50-75%
8135,Orquesta Filarmónica de Bogotá,"CONSOLIDACIÓN PROGRAMA DE FORMACIÓN MUSICAL ""VAMOS A LA FI",5,66124.15,24.08519736008113,19.420166459606666,1,-19.61343277690517,2024110010170,3.5438657428571596,2.388589125388072,528.0,<25% en Q4
8136,Instituto Distrital del Patrimonio Cultural,DESARROLLO DE ACCIONES PARA LA GESTIÓN DEL PATRIMONIO ARQU,2,6366.01,23.70066965022047,26.64997384546993,0,-19.997960486765837,2024110010136,7.076920761039806,37.884500150881465,44.0,25-50%
8137,Orquesta Filarmónica de Bogotá,IMPLEMENTACIÓN PROGRAMA DE FOMENTO DE LA ORQUESTA FILARMÓN,1,6666.63,27.727272727272727,37.50680628743458,0,-15.971357409713576,2024110010172,3.8964074790608767,0.0,5.0,<25% en Q4
8144,Instituto Distrital del Patrimonio Cultural,DESARROLLO DE PROCESOS DE VALORACIÓN  IDENTIFICACIÓN  DOCU,2,1919.32,21.73186336827626,22.62155346685284,0,-21.96676676871004,2024110010241,6.286596636550778,17.375288173191542,19.0,<25% en Q4
8146,Instituto Distrital de la Participación y Acción Comunal,CONSTRUCCIÓN DE CIUDADANÍA ACTIVA CRECE LA PARTICIPACIÓN E,5,29034.53,11.535446762601836,17.39446100901237,0,-32.16318337438447,2024110010254,7.426864718515184,35.68510626127629,355.0,25-50%
8148,Secretaría Distrital del Hábitat,FORTALECIMIENTO EN LA GESTIÓN PÚBLICA INTEGRAL EN LA SDHT ,1,6860.59,19.0,27.386128598269245,0,-24.698630136986303,2024110010250,4.083248686103681,2.116571042356065,324.0,<25% en Q4
8150,Instituto Distrital del Patrimonio Cultural,CONSOLIDACIÓN DE ESTRATEGIAS Y MECANISMOS QUE APORTEN AL R,3,23436.88,19.580803986423675,24.276140851512658,0,-24.117826150562628,2024110010228,5.580969797282624,16.99922786549199,168.0,<25% en Q4
8151,Instituto Distrital del Patrimonio Cultural,DESARROLLO DE PROCESOS PEDAGÓGICOS EN PATRIMONIO CULTURAL ,3,2333.14,24.944410380159628,27.76087161507668,0,-18.754219756826675,2024110010206,5.61847092252141,14.99005286774471,24.0,<25% en Q4
8152,Instituto Distrital del Patrimonio Cultural,DESARROLLO ACCIONES DE INTERVENCIÓN PARA LA PROTECCIÓN Y C,1,31729.33,23.37198929527208,12.344445974749544,0,-20.326640841714223,2024110010244,4.893577869048508,16.01312051440515,92.0,<25% en Q4
8154,Instituto Distrital de Recreación y Deporte,IMPLEMENTACIÓN DE LOS PROGRAMAS DE BOGOTÁ DEPORTIVA DESDE ,5,234045.67,29.111982968768704,21.23300977967249,1,-14.5866471682176,2024110010252,5.031148312571445,18.330861643539915,843.0,<25% en Q4
8155,Instituto Distrital de Recreación y Deporte,DESARROLLO DE PROGRAMAS RECREATIVOS Y DE ACTIVIDAD FÍSICA ,9,226570.22,19.632989930244797,14.339616212580808,2,-24.06564020674151,2024110010258,7.0034825076963605,43.35604013615997,1397.0,25-50%
8156,Secretaría Distrital de Desarrollo Económico,DISEÑO DE LA ESTRATEGIA PARA INCREMENTAR LA PRODUCTIVIDAD ,2,2921.7200000000003,21.152654942978792,11.147885492107388,0,-22.54597519400751,2024110010268,5.537995263604719,4.223607138309977,9.0,<25% en Q4
8157,Secretaría Distrital de Desarrollo Económico,MEJORAMIENTO DE LAS CAPACIDADES DE INNOVACIÓN  PRODUCTIVID,9,95124.92,4.94594247578167,21.428717101680608,2,-38.75268766120463,2024110010270,8.389077028798594,36.52530801292573,162.0,25-50%
8158,Secretaría Distrital de Desarrollo Económico,GENERACIÓN Y ARTICULACIÓN DE LA INFORMACIÓN SOBRE EL DESAR,5,23334.29,25.6855715033696,18.410202324561837,0,-18.0130586336167,2024110010267,5.186258571179551,11.230342497118718,163.0,<25% en Q4
8159,Instituto Distrital de Recreación y Deporte,FORMACIÓN INTEGRAL DE LA PRIMERA INFANCIA  INFANCIA  ADOLE,5,84747.46999999999,24.9948969450353,17.626201702540502,1,-18.703733191951,2024110010245,6.76547282893598,38.69496380059311,1282.0,25-50%
8160,Secretaría Distrital de Desarrollo Económico,FORTALECIMIENTO DE LA CAPACIDAD ADMINISTRATIVA Y TÉCNICA D,1,17605.61,18.0,24.608406070565007,0,-25.698630136986303,2024110010269,4.449621175476597,12.176490462246228,357.0,<25% en Q4
8161,Instituto Distrital del Patrimonio Cultural,MEJORAMIENTO DE LA CAPACIDAD INSTITUCIONAL PARA LA ATENCIÓ,1,11203.42,25.91428571428571,26.699882714385428,0,-17.784344422700592,2024110010259,4.235042171634292,3.1297460208486174,95.0,<25% en Q4
8163,Secretaría Distrital de Desarrollo Económico,FORTALECIMIENTO DE LA RUTA INTEGRAL DE EMPLEO Y FORMACIÓN ,5,212602.91000000003,18.596242756113515,10.62526378401876,0,-25.102387380872788,2024110010271,6.938312839573121,3.38937339544286,487.0,<25% en Q4
8164,Secretaría Distrital de Desarrollo Económico,FORTALECIMIENTO DE LOS NEGOCIOS LOCALES DE LA CIUDAD DE BO,8,135865.09,21.372638389849705,30.531058419789808,1,-22.3259917471366,2024110010266,7.085172904408366,9.035392996242416,368.0,<25% en Q4
8167,Instituto Distrital de Recreación y Deporte,FORTALECIMIENTO DE LA ECONOMÍA DEL DEPORTE Y LA RECREACIÓN,1,3123.54,16.788856304985337,23.11479923420222,0,-26.909773832000965,2024110010253,5.840260249757058,11.554789091654447,53.0,<25% en Q4
8168,Instituto Distrital de Recreación y Deporte,FORTALECIMIENTO DE LA GESTIÓN RECREODEPORTIVA  LA PARTICIP,3,15535.71,3.175558117395343,9.51311526798582,1,-40.52307201959096,2024110010247,3.446585598592681,0.0,41.0,<25% en Q4
