CodigoProyecto,entidad,proyecto,actividades,programado_mm,avance_fisico,avance_financiero,actividades_en_cero,brecha_vs_tiempo
7934,Instituto para la Economía Social,IMPLEMENTACIÓN DE LA POLÍTICA PÚBLICA DISTRITAL DE VENDEDO,3,51439.74,22.45146666099012,15.700059914766289,0,-21.24716347599618
7935,Departamento Administrativo de la Defensoría del Espacio Público,GENERACIÓN DE PROYECTOS DE BIENESTAR CON ENFOQUE DE GÉNERO,2,3700.8500000000004,27.65019747715615,13.513922477268734,0,-16.04843265983015
7936,Instituto Distrital de Protección y Bienestar Animal,FORTALECIMIENTO DE LA APROPIACIÓN DE LA CULTURA CIUDADANA ,3,10615.59,27.801255097455723,13.120891066817766,0,-15.89737503953058
7940,Secretaría Distrital de Integración Social,IMPLEMENTACIÓN DE ESTRATEGIAS DE INCLUSIÓN SOCIAL Y PRODUC,4,38210.729999999996,22.611648731128668,15.678397141326535,0,-21.086981405857635
7941,Secretaría Distrital de Movilidad,FORTALECIMIENTO DEL COMPONENTE DE GOBERNANZA PARA LA IMPLE,3,32045.54,28.294464721143722,22.211671265330526,0,-15.40416541584258
7942,Secretaría Distrital de Integración Social,FORTALECIMIENTO DE LAS COMISARÍAS DE FAMILIA PARA EL MEJOR,1,5126.09,0.0,2.585986590169115,1,-43.6986301369863
7944,Veeduría Distrital,CONTRIBUCIÓN A UNA CULTURA DE INNOVACIÓN PÚBLICA PARA LA E,4,2324.63,26.20149648448453,30.17727552341663,0,-17.497133652501773
7947,Secretaría Distrital de Integración Social,FORTALECIMIENTO DE LA GESTIÓN TERRITORIAL PARA LA PROMOCIÓ,2,28755.84,19.780687608365582,18.381379225924196,0,-23.91794252862072
7948,Secretaría Distrital de Integración Social,DESARROLLO DEL ABORDAJE INTEGRAL DEL FENÓMENO DE HABITABIL,2,258450.77999999997,20.431545476427253,20.75544519540626,0,-23.26708466055905
7949,Secretaría de Educación del Distrito,MODERNIZACIÓN Y FORTALECIMIENTO DE LOS SISTEMAS DE INFORMA,1,82835.94,27.272727272727273,20.238739368443213,0,-16.42590286425903
7950,Instituto para la Economía Social,FORTALECIMIENTO DE LA RUTA DE FORMACIÓN INTEGRAL Y ORIENTA,2,3438.43,24.69355490732689,23.901024595527613,0,-19.00507522965941
7951,Instituto Distrital de Protección y Bienestar Animal,MEJORAMIENTO DE LA GESTIÓN PÚBLICA Y ADMINISTRATIVA DEL IN,10,47319.409999999996,18.395543205209027,15.594171609493864,1,-25.303086931777276
7953,Secretaría Distrital de Integración Social,GENERACIÓN DEL BIEN-ESTAR ALIMENTARIO Y NUTRICIONAL EN BOG,2,420621.23,29.465304185911826,20.11838299269868,0,-14.233325951074477
7954,Instituto para la Economía Social,MANTENIMIENTO PARA FORTALECER LA INFRAESTRUCTURA A TRAVÉS ,2,36863.31,20.68361285245411,6.513820923839992,0,-23.015017284532192
7955,Secretaría Distrital de Integración Social,GENERACIÓN DE LA INFORMACIÓN  GESTIÓN DEL CONOCIMIENTO Y L,4,222891.43999999997,13.582096699930096,11.374241200110692,0,-30.116533437056205
7956,Instituto para la Economía Social,ADMINISTRACIÓN Y FORTALECIMIENTO DE LAS PLAZAS DISTRITALES,3,6788.33,21.509172359033812,15.729347276870747,0,-22.18945777795249
7957,"Secretaría Distrital de Cultura, Recreación y Deporte",FORTALECIMIENTO DE PRÁCTICAS Y TRANSFORMACIONES CULTURALES,3,48861.92,26.24623825426011,20.93693821282504,0,-17.452391882726193
7958,Instituto para la Economía Social,APROVECHAMIENTO DEL ESPACIO PÚBLICO DONDE CONVERGE LA POBL,2,14100.55,18.927027187895913,29.30821847374748,0,-24.77160294909039
7959,"Secretaría Distrital de Cultura, Recreación y Deporte",FORTALECIMIENTO DE LA SOSTENIBILIDAD ECONÓMICA DEL SECTOR ,6,39062.12,19.559017692600307,27.38461199750551,0,-24.139612444385996
7961,Secretaría Distrital de Ambiente,FORTALECIMIENTO DE LA APROPIACIÓN SOCIAL DEL CONOCIMIENTO ,4,36252.759999999995,19.916514356113854,24.20279173227087,0,-23.78211578087245
7962,Instituto Distrital de las Artes,CONSOLIDACIÓN DE PROCESOS DESDE LAS ARTES QUE APORTEN AL D,3,28179.77,16.610978968746497,24.346898502010486,0,-27.087651168239805
7963,Instituto Distrital del Patrimonio Cultural,DESARROLLO DE INSTRUMENTOS DE PLANEACIÓN Y GESTIÓN TERRITO,2,9293.51,24.622663450085064,21.853207238169432,0,-19.07596668690124
7965,"Secretaría Distrital de Cultura, Recreación y Deporte",FORTALECIMIENTO DEL FOMENTO PARA EL DESARROLLO DE PROCESOS,6,121933.94,23.793807498033033,24.42128910129534,0,-19.90482263895327
7970,"Secretaría Distrital de Cultura, Recreación y Deporte",FORTALECIMIENTO DEL ACCESO A LA CULTURA ESCRITA DE LOS HAB,3,168740.69999999998,19.47315295859268,23.28220162651927,1,-24.22547717839362
7971,Departamento Administrativo del Servicio Civil Distrital,DESARROLLO DE CAPACIDADES PARA UNA GESTIÓN INNOVADORA E IN,3,6484.8099999999995,27.655744979421144,20.241302366607503,0,-16.04288515756516
7972,Instituto Distrital para la Protección de la Niñez y la Juventud,FORTALECIMIENTO DE LA INFRAESTRUCTURA TECNOLÓGICA Y DE COM,1,19905.72,13.5,18.533717946399324,0,-30.198630136986303
7975,Secretaría Distrital de Movilidad,IMPLEMENTACIÓN DE ACCIONES PARA UNA MOVILIDAD SOSTENIBLE  ,11,130350.78000000001,18.477886629447095,9.665082172887649,0,-25.220743507539208
7977,Secretaría Distrital de Ambiente,FORTALECIMIENTO DE LA CAPACIDAD EN LA GESTIÓN LEGAL AMBIEN,2,3033.27,26.728204215252845,22.15595710240104,0,-16.970425921733458
7978,Veeduría Distrital,CONTROL SOCIAL PARA LA PROMOCIÓN DE LA CULTURA DE INTEGRID,3,3683.62,16.027647555035742,30.221629809806657,0,-27.67098258195056
7979,Instituto Distrital de las Artes,CONSOLIDACIÓN DE PROCESOS CREATIVOS  INNOVADORES  INCLUYEN,5,70772.54,23.59505797667822,35.287457536496504,0,-20.103572160308083
7980,Secretaría Distrital de Movilidad,IMPLEMENTACIÓN DE INTERVENCIONES INTEGRALES DE CULTURA  CO,3,36390.8,19.898770676837735,15.076887564988953,0,-23.799859460148568
7981,Veeduría Distrital,FORTALECIMIENTO DE CAPACIDADES INSTITUCIONALES Y TECNOLÓGI,7,2778.0299999999997,25.912127178852163,16.149573618715422,5,-17.78650295813414
7982,Secretaría Distrital de Movilidad,MEJORAMIENTO Y MANTENIMIENTO DE LOS SERVICIOS DE TI ASOCIA,3,127277.68,21.554606699467012,12.11294077641893,0,-22.14402343751929
7983,Secretaría Distrital de Gobierno,FORTALECIMIENTO DE LA GESTIÓN POLICIVA EN BOGOTÁ D.C.,4,23207.94,19.33776457539963,22.37643668503107,0,-24.360865561586674
7984,Caja de la Vivienda Popular,MEJORAMIENTO INTEGRAL DE BARRIOS CON ENTORNOS SEGUROS BOGO,1,90823.69,0.0,9.432792259376379,1,-43.6986301369863
7986,Secretaría Distrital de Hacienda,MEJORAMIENTO DE LOS INGRESOS TRIBUTARIOS BOGOTÁ D.C.,2,27990.0,24.30782172222518,24.51918542336549,0,-19.39080841476112
7988,Secretaría Distrital de Gobierno,FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL Y DE LOS ACT,2,5118.43,27.033354832438853,5.140248083885098,1,-16.66527530454745
7990,"Secretaría Distrital de Cultura, Recreación y Deporte",ASISTENCIA TÉCNICA PARA EL DESARROLLO DE INFRAESTRUCTURAS ,4,171696.44,43.5551373480058,12.108719318816394,0,-0.14349278898050244
7991,"Secretaría Distrital de Cultura, Recreación y Deporte",INNOVACIÓN Y CAMBIO CULTURAL PARA LA TRANSFORMACIÓN DE COM,2,21825.760000000002,6.992632765136242,17.55723512033487,0,-36.70599737185006
7992,Jardín Botánico José Celestino Mutis,CONSOLIDACIÓN DE LAS COBERTURAS VEGETALES COMO ESTRATEGIA ,5,27158.260000000002,17.810124313447293,17.107502468862144,0,-25.88850582353901
7996,Secretaría Distrital de Movilidad,FORTALECIMIENTO DEL PROGRAMA NIÑAS Y NIÑOS PRIMERO PARA ME,4,72464.51,20.90079051773628,17.27767151119907,0,-22.797839619250023
7997,Instituto Distrital de las Artes,GENERACIÓN DE CONTENIDOS DIGITALES DE EXPERIENCIAS Y FORMA,2,2084.09,24.53233203882168,34.186623418374445,0,-19.166298098164624
7998,Secretaría Distrital de Movilidad,FORTALECIMIENTO DE LA RED DE CICLOINFRAESTRUCTURA EN LA CI,2,6098.95,22.06659351980571,21.853597750432453,0,-21.632036617180592
8000,Secretaría Distrital de Movilidad,FORTALECIMIENTO DEL SISTEMA DE SEÑALIZACIÓN PARA LA MOVILI,3,274776.17,35.74084601579348,17.69331015859199,0,-7.957784121192823
8001,Secretaría Distrital de Movilidad,CONSOLIDACIÓN DE LAS INTERVENCIONES EN EL ESPACIO PÚBLICO ,7,282695.85000000003,17.456612856796085,8.689766758160758,1,-26.24201728019022
8002,Instituto Distrital de las Artes,CONSOLIDACIÓN DE LA RED DE ESCENARIOS CULTURALES EN BOGOTÁ,1,83063.06,20.022346368715084,32.892082232462904,0,-23.67628376827122
8004,Secretaría Distrital de Gobierno,IMPLEMENTACIÓN DE LA ESTRATEGIA DE PARTICIPACIÓN CIUDADANA,2,4054.79,9.409263118435232,15.302395438481401,0,-34.28936701855107
8005,Caja de la Vivienda Popular,MEJORAMIENTO INTEGRAL DE VIVIENDA A FAMILIAS EN CONDICIONE,2,36153.79,0.4824456855007456,24.812170452945598,1,-43.21618445148556
8007,Secretaría Distrital de Ambiente,FORTALECIMIENTO INSTITUCIONAL PARA LA GESTIÓN AMBIENTAL BO,9,35825.4,7.967091253691514,8.808610650544027,1,-35.73153888329479
8009,Secretaría Distrital de Movilidad,FORTALECIMIENTO DE LAS INTERVENCIONES DE CONTROL Y PREVENC,2,198304.51,19.90575534767887,11.417138218389486,0,-23.792874789307433
8010,Secretaría Distrital de Gobierno,FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL Y DE LOS ACT,4,9841.36,21.012314761374448,24.137314354926552,0,-22.686315375611855
8011,Secretaría Distrital de Ambiente,FORTALECIMIENTO EN LA EVALUACIÓN  SEGUIMIENTO Y CONTROL AM,15,191325.7,19.191860043491015,12.665287517568208,0,-24.506770093495287
8012,Secretaría Distrital de Movilidad,IMPLEMENTACIÓN DE ESPACIOS DE PARTICIPACIÓN CIUDADANA INCI,1,5818.48,25.000000000000004,17.817711842268086,0,-18.6986301369863
8013,Caja de la Vivienda Popular,CONTRIBUCIÓN EN LA FORMALIZACIÓN DE VIVIENDA DE BARRIOS LE,4,11080.939999999999,0.0737535804724148,33.0395255276177,3,-43.62487655651389
8014,Instituto de Desarrollo Urbano,FORTALECIMIENTO DEL MODELO DE OPERACIÓN INSTITUCIONAL DEL ,1,1676.87,18.25,0.977416257670541,0,-25.448630136986303
8015,Instituto de Desarrollo Urbano,CONSTRUCCIÓN DE INFRAESTRUCTURA DE TRANSPORTE PARA UNA MOV,17,606559.15,7.516829403661359,1.981897396156665,10,-36.18180073332494
8017,Secretaría Distrital de Ambiente,INCORPORACIÓN DE CRITERIOS DE ECOURBANISMO  PRODUCCIÓN Y C,3,22347.440000000002,21.76028614348484,14.283470500424208,0,-21.938343993501462
8018,Jardín Botánico José Celestino Mutis,FORTALECIMIENTO DE LA AGRICULTURA URBANA EN EL DISTRITO CA,5,11320.9,28.645826966937253,24.778153680361104,0,-15.05280317004905
8019,Contraloría Distrital,IMPLEMENTACIÓN DEL CONTROL FISCAL DIGITAL AL SERVICIO DEL ,11,58104.73,12.080886960493576,18.805525815196113,9,-31.617743176492727
8020,Secretaría Distrital de Gobierno,FORTALECIMIENTO DE LAS RELACIONES ESTRATÉGICAS DE LOS ACTO,2,1333.51,22.005053794657922,30.071015590434268,0,-21.69357634232838
8021,Contraloría Distrital,FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL DE LA CONTRA,4,5073.36,22.356026873708945,26.59815191510163,0,-21.342603263277358
8022,Instituto de Desarrollo Urbano,CONSOLIDACIÓN DEL SISTEMA DEL ESPACIO PÚBLICO  PARA BRINDA,6,724724.37,17.279258661615497,3.9353264745326557,2,-26.419371475370806
8023,Secretaría Distrital de Planeación,DESARROLLO DE UN MODELO DE GOBERNANZA COLABORATIVA Y MULTI,1,1684.14,22.5,29.482703338202285,0,-21.198630136986303
8024,Instituto Distrital de las Artes,FORTALECIMIENTO Y POSICIONAMIENTO DEL SECTOR ARTÍSTICO MED,3,7591.1900000000005,16.702266047879185,20.284830178140712,0,-26.996364089107118
8025,Instituto Distrital de la Participación y Acción Comunal,IMPLEMENTACIÓN DEL APROVECHAMIENTO EN BIENES FISCALES Y EN,3,1458.81,17.149457434484273,28.732322920736767,0,-26.54917270250203
8026,Departamento Administrativo de la Defensoría del Espacio Público,FORTALECIMIENTO DEL PROCESO DE ACTUALIZACIÓN DEL INVENTARI,6,29218.79,37.629810785305445,21.1395475308868,0,-6.068819351680858
8027,"Secretaría Distrital de Cultura, Recreación y Deporte",FORTALECIMIENTO DE LA GOBERNANZA TERRITORIAL  LA PARTICIPA,2,19141.160000000003,18.010253464672772,14.08843560160408,0,-25.68837667231353
8028,Instituto Distrital de las Artes,IMPLEMENTACIÓN DE PROCESOS DE FORMACIÓN ARTÍSTICA CON LAS ,5,85851.40999999999,23.50932826662855,29.356512607073086,0,-20.189301870357752
8029,"Agencia Distrital para la Educación Superior, la Ciencia y la Tecnología",FORTALECIMIENTO INSTITUCIONAL PARA LA GESTIÓN DE LA EDUCAC,7,19456.44,8.215382835883046,22.384259402028327,2,-35.483247301103255
8031,Secretaría de Educación del Distrito,IMPLEMENTACIÓN DEL PROGRAMA DE CONVIVENCIA Y SALUD MENTAL ,5,124764.30999999998,33.38455746715681,21.9868085672898,0,-10.314072669829493
8032,Instituto de Desarrollo Urbano,CONSOLIDACIÓN DE INFRAESTRUCTURA VIAL Y CICLO INFRAESTRUCT,22,4507432.8100000005,11.869420090677005,3.139548518306144,10,-31.8292100463093
8034,Secretaría Distrital de Planeación,FORTALECIMIENTO DE LOS PROCESOS DE INFORMACIÓN PARA LA TOM,5,53719.350000000006,24.590192751773802,59.072810821426536,0,-19.1084373852125
8036,"Secretaría Distrital de Cultura, Recreación y Deporte",FORTALECIMIENTO INSTITUCIONAL PARA UNA GOBERNANZA PÚBLICA ,3,22846.46,18.899453131907528,18.766758613807127,0,-24.799177005078775
8037,Secretaría Distrital de Gobierno,IMPLEMENTACION DE ACCIONES ORIENTADAS A LA GESTION PUBLICA,3,9695.18,19.260529201108177,29.29713527752966,0,-24.438100935878126
8039,Caja de la Vivienda Popular,FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL PARA LA MODE,3,60137.29999999999,18.446043216107142,25.180279127928927,0,-25.25258692087916
8040,Caja de la Vivienda Popular,TITULACIÓN DE PREDIOS E INICIACIÓN DE VIVIENDAS NUEVAS BOG,3,42783.270000000004,10.328169332144483,24.65508129696491,2,-33.37046080484182
8041,"Agencia Distrital para la Educación Superior, la Ciencia y la Tecnología",CONSOLIDACIÓN DEL ECOSISTEMA DE CIENCIA  TECNOLOGÍA E INNO,6,407847.93000000005,12.028198680163296,22.333409905991182,4,-31.670431456823007
8042,Secretaría de Educación del Distrito,CONSOLIDACIÓN DE LAS TRAYECTORIAS EDUCATIVAS EN CONDICIONE,3,33505.42,23.454497521181185,24.281444614035582,0,-20.244132615805118
8043,Secretaría Distrital de Planeación,CONTRIBUCIÓN A LA CONCRECIÓN DEL MODELO DE ORDENAMIENTO TE,1,1149.26,22.0,32.44261524807267,0,-21.698630136986303
8044,Contraloría Distrital,FORTALECIMIENTO DE LA GESTIÓN Y LA INFRAESTRUCTURA DE TI Q,1,3157.55,33.333333333333336,28.949343636680336,0,-10.365296803652967
8045,Secretaría Distrital de Planeación,IMPLEMENTACIÓN DE RETOS Y USO DE METODOLOGÍAS DE INNOVACIÓ,4,3819.0100000000007,22.25421247915035,22.703789725609514,0,-21.444417657835952
8047,Secretaría Distrital de Integración Social,GENERACIÓN DE RESPUESTAS INTEGRADORAS PARA LA INCLUSIÓN SO,4,13731.220000000001,18.467008007777274,18.35816482439288,1,-25.23162212920903
8049,Instituto Distrital de Gestión de Riesgos y Cambio Climático,INCREMENTO DE LAS ACCIONES DE REDUCCIÓN DEL RIESGO Y ADAPT,3,14425.81,6.433869335586702,5.9701326996543,1,-37.2647608013996
8050,Instituto Distrital de las Artes,IMPLEMENTACIÓN DE PRÁCTICAS ARTÍSTICAS Y CREATIVAS PARA LA,4,23185.269999999997,16.06198879153389,16.660276114964375,0,-27.636641345452414
8051,Contraloría Distrital,FORTALECIMIENTO DEL CONTROL SOCIAL COMO INSUMO PARA EL CON,3,3350.5200000000004,20.980191095679448,24.792271050463807,0,-22.718439041306855
8052,Secretaría Distrital de Planeación,FORTALECIMIENTO DEL MODELO DE OPERACIÓN DE LA SDP A TRAVÉS,2,21255.61,17.739030425379465,28.747187213163958,0,-25.959599711606838
8053,Secretaría de Educación del Distrito,FORTALECIMIENTO DE LA ATENCIÓN INTEGRAL A LA PRIMERA INFAN,1,1019.47,22.0,21.75542193492697,0,-21.698630136986303
8054,Secretaría Distrital de Ambiente,FORTALECIMIENTO DE LA PLANEACIÓN Y GESTIÓN DEL CONOCIMIENT,7,31052.64,19.467992535558555,19.843208178113038,0,-24.23063760142775
8055,Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial,CONSERVACIÓN DE LA RED DE INFRAESTRUCTURA PEATONAL EN BOGO,1,26546.5,21.71223880597015,15.297383835910573,0,-21.986391331016154
8056,Instituto Distrital de Gestión de Riesgos y Cambio Climático,GENERACIÓN DE ACCIONES PARA LA REDUCCIÓN DE LA CONDICIÓN D,3,21817.23,28.509146211503477,22.01856055970442,1,-15.189483925482826
8057,Secretaría Distrital de Planeación,IMPLEMENTACIÓN DEL MODELO COLABORATIVO PARA LA PARTICIPACI,3,11823.18,22.69096638975301,28.769671103713215,0,-21.00766374723329
8059,Secretaría Distrital de Hacienda,RECUPERACIÓN Y GESTIÓN DE LA CARTERA MOROSA BOGOTÁ D.C.,2,8836.35,0.0,0.0,2,-43.6986301369863
8061,Secretaría Distrital de Ambiente,FORTALECIMIENTO DE LA GESTIÓN DE TI EN LA SECRETARÍA DISTR,3,25135.0,24.473072475300047,17.297115575890192,0,-19.225557661686256
8065,Instituto Distrital de Gestión de Riesgos y Cambio Climático,FORTALECIMIENTO DE LA GOBERNANZA DEL RIESGO Y ADAPTACIÓN A,4,4985.29,14.985753866199481,12.696152079417647,0,-28.712876270786822
8067,Secretaría Distrital de Hacienda,FORTALECIMIENTO DE LA EXPERIENCIA CIUDADANA CON LOS SERVIC,2,11564.92,0.5225526851893485,0.0,1,-43.17607745179696
8068,Instituto Distrital de las Artes,IMPLEMENTACIÓN DEL ECOSISTEMA SOSTENIBLE PARA LAS ARTES EN,4,6971.6,10.530393628754119,31.588731424637096,0,-33.168236508232184
8070,Secretaría Distrital de Desarrollo Económico,FORTALECIMIENTO DE LA ARTICULACIÓN DEL ECOSISTEMA CTEI  EN,3,56173.93,25.935213074819586,47.69381455062874,1,-17.763417062166717
8071,Caja de la Vivienda Popular,TRASLADO DE HOGARES LOCALIZADOS EN ZONAS DE ALTO RIESGO NO,5,38665.95,17.90243388326726,12.978628483200335,0,-25.796196253719042
8072,Instituto Distrital de Turismo,DESARROLLO DE ACCIONES DE MARKETING QUE PERMITAN EL POSICI,1,11756.69,21.2972,17.52984896259066,0,-22.401430136986303
8073,Jardín Botánico José Celestino Mutis,INVESTIGACIÓN FORTALECIMIENTO DEL TROPICARIO DEL JARDÍN BO,3,5991.8,19.282252411629226,18.628625788577722,0,-24.416377725357076
8074,Secretaría Distrital de Planeación,FORTALECIMIENTO DE LA INFORMACIÓN OPORTUNA  CLARA Y CONFIA,1,619.01,0.0,0.0,1,-43.6986301369863
8076,Instituto Distrital de Gestión de Riesgos y Cambio Climático,GENERACIÓN DE CONOCIMIENTO DEL RIESGO DE DESASTRES Y LOS E,3,21354.75,47.40999413832898,12.148819349325091,0,3.7113640013426803
8077,Instituto Distrital de las Artes,FORTALECIMIENTO DE LAS PRÁCTICAS ARTÍSTICAS EN EL ESPACIO ,6,134155.24,13.543703579886932,34.8535249163581,0,-30.154926557099373
8078,Instituto Distrital de Turismo,DESARROLLO DE ESTRATEGIAS DE MERCADEO Y FORTALECIMIENTO DE,1,380.01,0.0,6.0051051288124,1,-43.6986301369863
8080,Instituto Distrital de la Participación y Acción Comunal,FORMACIÓN EN CAPACIDADES DEMOCRÁTICAS EN INTERRELACIÓN CON,2,14378.95,26.23716476342153,28.800851244353723,0,-17.461465373564774
8081,Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial,CONSERVACIÓN DE LA RED VIAL Y RED DE CICLOINFRAESTRUCTURA ,6,520121.77,29.103963665328187,9.61249901152955,1,-14.594666471658115
8082,Secretaría Distrital de Hacienda,FORTALECIMIENTO INSTITUCIONAL DE LA SECRETARÍA DISTRITAL D,7,22938.539999999997,8.650941908246994,1.9669516891659193,3,-35.04768822873931
8083,Instituto Distrital de Turismo,FORTALECIMIENTO DEL FONDO DE DESARROLLO TURÍSTICO DE BOGOT,5,46.8,0.0,100.0,5,-43.6986301369863
8084,Secretaría Distrital del Hábitat,ASISTENCIA TÉCNICA PARA LA HABILITACIÓN DE SUELO Y LA GEST,6,21961.659999999996,11.040218995032456,31.4720289814158,0,-32.65841114195385
8085,Secretaría Distrital del Hábitat,DESARROLLO DE ESTRATEGIAS QUE PROMUEVAN LA PARTICIPACIÓN C,4,15720.67,30.25403310354979,21.361875797914465,0,-13.444597033436512
8086,Secretaría Distrital de Ambiente,INCREMENTO DE LAS ACCIONES QUE CONTRIBUYEN A LA ADAPTACIÓN,3,41504.81,22.16288668696472,11.846940149828418,1,-21.535743450021585
8087,Jardín Botánico José Celestino Mutis,INVESTIGACIÓN PARA LA CONSERVACIÓN DE LOS ECOSISTEMAS Y LA,8,16756.760000000002,19.646013759934192,24.05369534444606,0,-24.05261637705211
8088,Secretaría Distrital de Hacienda,FORTALECIMIENTO DE LA CAPACIDAD INSTITUCIONAL PARA RESPOND,4,36222.62,0.5567349077998817,3.3252702316950016,2,-43.141895229186424
8089,Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial,FORTALECIMIENTO DE LOS COMPONENTES TECNOLÓGICOS PARA GARAN,2,9718.970000000001,13.7027498798741,14.391957172416417,0,-29.995880257112205
8090,Secretaría Distrital del Hábitat,SUBSIDIO DISTRITAL DE VIVIENDA PARA EL ACCESO A SOLUCIONES,9,1172209.27,15.299724015237501,35.26881339199783,4,-28.3989061217488
8091,Secretaría Distrital del Hábitat,MEJORAMIENTO DE LA PRESTACIÓN Y ACCESO DE LOS SERVICIOS PÚ,3,7917.98,19.25300139682091,21.192400081839057,0,-24.445628740165393
8094,Secretaría General,FORTALECIMIENTO DE CAPACIDADES INSTITUCIONALES Y DE LA SOC,2,11376.93,0.0,18.573200327329076,2,-43.6986301369863
8095,Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial,FORTALECIMIENTO DE LA GESTIÓN INSTITUCIONAL DE LA UAERMV D,2,99727.1,11.951368384320809,15.553465407095963,0,-31.747261752665494
8096,Jardín Botánico José Celestino Mutis,CONSOLIDACIÓN DE ACCIONES Y PROCESOS DE EDUCACIÓN AMBIENTA,7,20456.41,21.11453804705143,22.498278045854576,0,-22.584092089934874
8097,Instituto Distrital de Turismo,IMPLEMENTACIÓN DE 10 PRODUCTOS QUE APORTEN A MANTENER LA C,1,7758.31,20.0,12.182163383520379,0,-23.698630136986303
8101,Instituto Distrital de Turismo,IMPLEMENTACIÓN DE UN MODELO DE GESTIÓN DE INFORMACIÓN ESTA,1,8080.7,21.666666666666668,13.308624252849382,0,-22.031963470319635
8102,Secretaría de Educación del Distrito,FORTALECIMIENTO DE LOS APRENDIZAJES DE LOS ESTUDIANTES MAT,1,17443.92,13.552083333333334,60.17007645070604,0,-30.146546803652967
8110,Secretaría General,FORTALECIMIENTO DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS,2,41316.05,8.025051390440277,25.307380545816944,1,-35.67357874654603
8112,Secretaría General,FORTALECIMIENTO DE LA INTERNACIONALIZACIÓN DE BOGOTÁ D.C.,1,2000.1,32.857142857142854,22.38538073096345,0,-10.841487279843449
8113,Secretaría Distrital de Salud / Fondo Financiero Distrital de Salud,IMPLEMENTACIÓN DEL MODELO DE SALUD CENTRADO EN ATENCIÓN PR,1,49578.08,9.54,18.97015777940574,0,-34.158630136986304
8115,Secretaría General,FORTALECIMIENTO DE LA CULTURA EN LOS ACTORES PÚBLICOS Y PR,1,2718.71,18.0,11.967440440503033,0,-25.698630136986303
8116,Secretaría General,FORTALECIMIENTO DE LA COMUNICACIÓN PÚBLICA PARA QUE LA CIU,3,60201.8,19.157173397283326,19.025411200329557,1,-24.541456739702976
8117,Secretaría General,FORTALECIMIENTO DEL ECOSISTEMA DE INNOVACIÓN PÚBLICA DE BO,3,5361.62,0.0,12.518977473226375,3,-43.6986301369863
8118,Secretaría General,FORTALECIMIENTO DEL ACCESO Y DIFUSIÓN DE LA MEMORIA HISTÓR,1,3394.23,24.859,25.941966219142486,0,-18.8396301369863
8121,Secretaría Distrital de Ambiente,MEJORAMIENTO DE LA CALIDAD DEL AIRE  AUDITIVA Y VISUAL  CO,19,74311.10999999999,20.332054492086172,16.23846017102961,1,-23.36657564490013
8122,"Agencia Distrital para la Educación Superior, la Ciencia y la Tecnología",FORTALECIMIENTO E IMPLEMENTACIÓN DE ESTRATEGIAS DE ACCESO ,4,659389.2899999999,25.724859440205666,34.98669807027045,1,-17.973770696780637
8123,Secretaría Distrital de Planeación,DESARROLLO DE LAS ACCIONES REQUERIDAS PARA IMPLEMENTAR EL ,2,3546.48,17.00537011346462,29.946594933567933,0,-26.693260023521685
